name;origin;destination;length;oneway;harassmentRisk;geometry
;(-75.5754295, 6.2639563);(-75.576264, 6.2637879);99.824;False;;LINESTRING (-75.5754295 6.2639563, -75.5760116 6.263967, -75.57625040000001 6.2638316, -75.57626399999999 6.2637879)
;(-75.5754295, 6.2639563);(-75.575752, 6.2629443);129.089;False;;LINESTRING (-75.5754295 6.2639563, -75.5753775 6.263358, -75.5755145 6.2631905, -75.575737 6.2629821, -75.57575199999999 6.2629443)
;(-75.576264, 6.2637879);(-75.5754295, 6.2639563);99.824;False;;LINESTRING (-75.57626399999999 6.2637879, -75.57625040000001 6.2638316, -75.5760116 6.263967, -75.5754295 6.2639563)
;(-75.576264, 6.2637879);(-75.5764319, 6.2632007);68.00800000000001;False;;LINESTRING (-75.57626399999999 6.2637879, -75.5763915 6.2632915, -75.5764319 6.2632007)
;(-75.576264, 6.2637879);(-75.5768093, 6.2640081);71.47;False;;LINESTRING (-75.57626399999999 6.2637879, -75.57680929999999 6.2639243, -75.57680929999999 6.2640081)
;(-75.576813, 6.2645889);(-75.576809, 6.2643212);29.77;False;;LINESTRING (-75.576813 6.2645889, -75.576809 6.2643212)
;(-75.576809, 6.2643212);(-75.576813, 6.2645889);29.77;False;;LINESTRING (-75.576809 6.2643212, -75.576813 6.2645889)
;(-75.576809, 6.2643212);(-75.5768093, 6.2640081);34.815;False;;LINESTRING (-75.576809 6.2643212, -75.57680929999999 6.2640081)
;(-75.576809, 6.2643212);(-75.5770665, 6.2655001);160.192;False;;LINESTRING (-75.576809 6.2643212, -75.5770302 6.2645481, -75.5773212 6.2648123, -75.5770665 6.2655001)
;(-75.5767873, 6.2612264);(-75.5767404, 6.2615789);39.538;False;;LINESTRING (-75.57678730000001 6.2612264, -75.57674040000001 6.2615789)
;(-75.5767873, 6.2612264);(-75.5768284, 6.2611387);10.758;False;;LINESTRING (-75.57678730000001 6.2612264, -75.5768284 6.2611387)
;(-75.5767873, 6.2612264);(-75.5769931, 6.2613548);26.857;False;;LINESTRING (-75.57678730000001 6.2612264, -75.5769931 6.2613548)
;(-75.5767873, 6.2612264);(-75.5765055, 6.2614364);54.971;False;;LINESTRING (-75.57678730000001 6.2612264, -75.57650630000001 6.2612214, -75.5765055 6.2614364)
;(-75.5763283, 6.2619692);(-75.5767354, 6.2619887);45.05;False;;LINESTRING (-75.5763283 6.2619692, -75.5767354 6.2619887)
;(-75.5763283, 6.2619692);(-75.576322, 6.2622881);35.467;False;;LINESTRING (-75.5763283 6.2619692, -75.576322 6.2622881)
;(-75.5763283, 6.2619692);(-75.5766214, 6.2622928);48.418;False;;LINESTRING (-75.5763283 6.2619692, -75.57662139999999 6.2622928)
;(-75.5763283, 6.2619692);(-75.5765055, 6.2614364);64.123;False;;LINESTRING (-75.5763283 6.2619692, -75.57633149999999 6.2617556, -75.5765055 6.2614364)
;(-75.5767354, 6.2619887);(-75.5767311, 6.2616488);37.798;False;;LINESTRING (-75.5767354 6.2619887, -75.5767311 6.2616488)
;(-75.5767354, 6.2619887);(-75.5767375, 6.2626031);68.319;False;;LINESTRING (-75.5767354 6.2619887, -75.57673749999999 6.2626031)
;(-75.5767354, 6.2619887);(-75.576974, 6.2620017);26.412;False;;LINESTRING (-75.5767354 6.2619887, -75.57697400000001 6.2620017)
;(-75.5767354, 6.2619887);(-75.5763283, 6.2619692);45.05;False;;LINESTRING (-75.5767354 6.2619887, -75.5763283 6.2619692)
;(-75.5767311, 6.2616488);(-75.5767404, 6.2615789);7.84;False;;LINESTRING (-75.5767311 6.2616488, -75.57674040000001 6.2615789)
;(-75.5767311, 6.2616488);(-75.5767354, 6.2619887);37.798;False;;LINESTRING (-75.5767311 6.2616488, -75.5767354 6.2619887)
;(-75.5767311, 6.2616488);(-75.576974, 6.2620017);47.546;False;;LINESTRING (-75.5767311 6.2616488, -75.57697400000001 6.2620017)
;(-75.576322, 6.2622881);(-75.5763283, 6.2619692);35.467;False;;LINESTRING (-75.576322 6.2622881, -75.5763283 6.2619692)
;(-75.5103439, 6.2803934);(-75.5116317, 6.2876857);900.2049999999999;False;;LINESTRING (-75.5103439 6.2803934, -75.5108113 6.2813746, -75.5109046 6.2818266, -75.51095119999999 6.2826494, -75.510823 6.283171, -75.5107763 6.2834955, -75.5109279 6.2837504, -75.5112455 6.2842465, -75.51143329999999 6.2847637, -75.51142249999999 6.2849876, -75.51121329999999 6.2853502, -75.5111704 6.2858088, -75.51107380000001 6.2860701, -75.5109612 6.286246, -75.5108378 6.2864646, -75.5108378 6.2866566, -75.5109236 6.2868539, -75.5110846 6.2869605, -75.5115352 6.2872805, -75.5116532 6.2874991, -75.5116317 6.2876857)
Parque Arvi;(-75.5103439, 6.2803934);(-75.5090451, 6.2802547);144.99400000000003;False;;LINESTRING (-75.5103439 6.2803934, -75.5100466 6.2803344, -75.5096412 6.2802762, -75.5091654 6.2802369, -75.50904509999999 6.2802547)
Parque Arvi;(-75.5103439, 6.2803934);(-75.5137776, 6.279692);413.9;False;;LINESTRING (-75.5103439 6.2803934, -75.5109133 6.2805209, -75.51152190000001 6.2806916, -75.5117024 6.2807268, -75.51190029999999 6.2806839, -75.512112 6.2806245, -75.5124411 6.2804841, -75.5128536 6.2803022, -75.5135238 6.2799079, -75.5137776 6.279692)
;(-75.5202958, 6.2814914);(-75.5205539, 6.2863267);753.712;False;;LINESTRING (-75.5202958 6.2814914, -75.5203056 6.2817367, -75.5202958 6.28209, -75.5205426 6.2821489, -75.5210165 6.2821979, -75.52137190000001 6.2821489, -75.52146070000001 6.2820998, -75.52172729999999 6.2821194, -75.521905 6.2823059, -75.5220432 6.2825512, -75.5220432 6.2827671, -75.52189509999999 6.2832185, -75.5217865 6.2833755, -75.5216483 6.2836307, -75.5215891 6.2837877, -75.5214706 6.2841213, -75.521204 6.2845139, -75.52096709999999 6.2847788, -75.5207499 6.2850634, -75.5205426 6.2854559, -75.5205426 6.285662, -75.5205524 6.2859662, -75.5205522 6.2861383, -75.5205539 6.2863267)
;(-75.5202958, 6.2814914);(-75.5173956, 6.2771273);732.1340000000001;False;;LINESTRING (-75.5202958 6.2814914, -75.52020690000001 6.2814031, -75.5201378 6.2812951, -75.5200983 6.2806376, -75.5200095 6.2799016, -75.51984160000001 6.2791068, -75.51979230000001 6.2789596, -75.51967380000001 6.2787633, -75.51950600000001 6.2786259, -75.5193579 6.2785572, -75.5190977 6.2785734, -75.51888630000001 6.2785734, -75.5185123 6.2785734, -75.51805880000001 6.2787847, -75.5179919 6.2788158, -75.51789429999999 6.2786219, -75.517878 6.2782178, -75.51789429999999 6.2778298, -75.5177805 6.2774257, -75.5174878 6.2771186, -75.5173956 6.2771273)
;(-75.5202958, 6.2814914);(-75.5225634, 6.274639);1087.4919999999995;False;;LINESTRING (-75.5202958 6.2814914, -75.5205387 6.2812646, -75.5208579 6.2810086, -75.5210859 6.2808273, -75.5211288 6.280662, -75.5211676 6.2802724, -75.5212507 6.2800564, -75.5212227 6.2799075, -75.5211783 6.2797658, -75.52109400000001 6.2795982, -75.5210737 6.2792806, -75.5210093 6.2789713, -75.5209289 6.2786647, -75.5208135 6.2782141, -75.52075739999999 6.2779397, -75.5207597 6.2778748, -75.5207683 6.2778376, -75.5207954 6.2778137, -75.5208281 6.2778061, -75.52091009999999 6.2778212, -75.520983 6.2778786, -75.5213141 6.2781081, -75.5216178 6.2783405, -75.52189730000001 6.2785247, -75.5220583 6.2785791, -75.5221646 6.2785398, -75.5222102 6.2784764, -75.5222436 6.2783526, -75.5223165 6.2781684, -75.5224015 6.2779178, -75.5224623 6.2776763, -75.52255340000001 6.277474, -75.5225899 6.277317, -75.5226021 6.2768699, -75.5226021 6.2766614, -75.522632 6.2764827, -75.522668 6.2763576, -75.52269200000001 6.2762027, -75.522656 6.2761312, -75.52262 6.2759703, -75.5226021 6.2757201, -75.5225181 6.2755354, -75.5225181 6.2754103, -75.52256610000001 6.2752554, -75.5225961 6.2749456, -75.5225634 6.274639)
;(-75.5205539, 6.2863267);(-75.5202958, 6.2814914);753.7120000000001;False;;LINESTRING (-75.5205539 6.2863267, -75.5205522 6.2861383, -75.5205524 6.2859662, -75.5205426 6.285662, -75.5205426 6.2854559, -75.5207499 6.2850634, -75.52096709999999 6.2847788, -75.521204 6.2845139, -75.5214706 6.2841213, -75.5215891 6.2837877, -75.5216483 6.2836307, -75.5217865 6.2833755, -75.52189509999999 6.2832185, -75.5220432 6.2827671, -75.5220432 6.2825512, -75.521905 6.2823059, -75.52172729999999 6.2821194, -75.52146070000001 6.2820998, -75.52137190000001 6.2821489, -75.5210165 6.2821979, -75.5205426 6.2821489, -75.5202958 6.28209, -75.5203056 6.2817367, -75.5202958 6.2814914)
;(-75.5205539, 6.2863267);(-75.518539, 6.2860765);282.254;False;;LINESTRING (-75.5205539 6.2863267, -75.52039240000001 6.2862498, -75.52018320000001 6.2861271, -75.5199782 6.2860209, -75.51976209999999 6.2859245, -75.51959309999999 6.2858578, -75.51949 6.2858129, -75.5193464 6.2857912, -75.51926589999999 6.2857832, -75.5191854 6.2858072, -75.5190728 6.2858019, -75.51900569999999 6.2856979, -75.51891449999999 6.2856419, -75.5187846 6.285581, -75.5187241 6.2856552, -75.5187026 6.2857405, -75.5186892 6.2858552, -75.5186344 6.2859649, -75.518539 6.2860765)
Parque Arvi;(-75.5225634, 6.274639);(-75.5226171, 6.2746028);7.172;False;;LINESTRING (-75.5225634 6.274639, -75.52261710000001 6.2746028)
Parque Arvi;(-75.5225634, 6.274639);(-75.5175326, 6.2770803);645.668;False;;LINESTRING (-75.5225634 6.274639, -75.5213388 6.2754629, -75.52078090000001 6.2761028, -75.5205663 6.2764014, -75.5205552 6.2764003, -75.5201371 6.2763587, -75.51900639999999 6.2765747, -75.5175326 6.2770803)
;(-75.5225634, 6.274639);(-75.5202958, 6.2814914);1087.4920000000002;False;;LINESTRING (-75.5225634 6.274639, -75.5225961 6.2749456, -75.52256610000001 6.2752554, -75.5225181 6.2754103, -75.5225181 6.2755354, -75.5226021 6.2757201, -75.52262 6.2759703, -75.522656 6.2761312, -75.52269200000001 6.2762027, -75.522668 6.2763576, -75.522632 6.2764827, -75.5226021 6.2766614, -75.5226021 6.2768699, -75.5225899 6.277317, -75.52255340000001 6.277474, -75.5224623 6.2776763, -75.5224015 6.2779178, -75.5223165 6.2781684, -75.5222436 6.2783526, -75.5222102 6.2784764, -75.5221646 6.2785398, -75.5220583 6.2785791, -75.52189730000001 6.2785247, -75.5216178 6.2783405, -75.5213141 6.2781081, -75.520983 6.2778786, -75.52091009999999 6.2778212, -75.5208281 6.2778061, -75.5207954 6.2778137, -75.5207683 6.2778376, -75.5207597 6.2778748, -75.52075739999999 6.2779397, -75.5208135 6.2782141, -75.5209289 6.2786647, -75.5210093 6.2789713, -75.5210737 6.2792806, -75.52109400000001 6.2795982, -75.5211783 6.2797658, -75.5212227 6.2799075, -75.5212507 6.2800564, -75.5211676 6.2802724, -75.5211288 6.280662, -75.5210859 6.2808273, -75.5208579 6.2810086, -75.5205387 6.2812646, -75.5202958 6.2814914)
;(-75.6116652, 6.2403886);(-75.6124216, 6.23973);126.78900000000002;False;0.7385414863895424;LINESTRING (-75.6116652 6.2403886, -75.6116947 6.2403539, -75.6117699 6.2403511, -75.61184489999999 6.2403672, -75.61192800000001 6.2403832, -75.61202729999999 6.2403619, -75.61209289999999 6.2403259, -75.6121734 6.2402379, -75.6122539 6.2400939, -75.6122901 6.240006, -75.61234109999999 6.2398953, -75.6124001 6.239778, -75.6124216 6.23973)
;(-75.6116652, 6.2403886);(-75.6123824, 6.2410674);238.007;False;0.7385414863895424;LINESTRING (-75.6116652 6.2403886, -75.61165099999999 6.2404285, -75.6116478 6.2404672, -75.61167639999999 6.2405365, -75.6117376 6.2406046, -75.6118079 6.2406672, -75.611891 6.2407552, -75.61200770000001 6.2408151, -75.61207690000001 6.2408285, -75.6122089 6.2408232, -75.61234779999999 6.2407872, -75.61248190000001 6.2407352, -75.61256640000001 6.2406979, -75.6126644 6.2406364, -75.6127453 6.2405619, -75.6127829 6.2405739, -75.6128185 6.2406045, -75.61282660000001 6.2406445, -75.61278369999999 6.2406925, -75.6126871 6.2407485, -75.6126227 6.2408072, -75.6125503 6.2408978, -75.6124899 6.2409484, -75.61243090000001 6.2410137, -75.61239879999999 6.2410564, -75.6123824 6.2410674)
;(-75.6116652, 6.2403886);(-75.612017, 6.2399655);64.37;False;0.7385414863895424;LINESTRING (-75.6116652 6.2403886, -75.6116734 6.2403112, -75.61171899999999 6.2402446, -75.6117843 6.2402315, -75.6118484 6.2401792, -75.61189210000001 6.2401312, -75.6119266 6.2400888, -75.61201699999999 6.2399655)
;(-75.6123824, 6.2410674);(-75.6115648, 6.2411177);96.347;False;0.7385414863895424;LINESTRING (-75.6123824 6.2410674, -75.6122786 6.2411271, -75.61212380000001 6.241199, -75.61201920000001 6.2412283, -75.61191460000001 6.2412283, -75.6117939 6.2411883, -75.61169200000001 6.2411563, -75.611582 6.241119, -75.6115648 6.2411177)
;(-75.6123824, 6.2410674);(-75.6116652, 6.2403886);238.007;False;0.7385414863895424;LINESTRING (-75.6123824 6.2410674, -75.61239879999999 6.2410564, -75.61243090000001 6.2410137, -75.6124899 6.2409484, -75.6125503 6.2408978, -75.6126227 6.2408072, -75.6126871 6.2407485, -75.61278369999999 6.2406925, -75.61282660000001 6.2406445, -75.6128185 6.2406045, -75.6127829 6.2405739, -75.6127453 6.2405619, -75.6126644 6.2406364, -75.61256640000001 6.2406979, -75.61248190000001 6.2407352, -75.61234779999999 6.2407872, -75.6122089 6.2408232, -75.61207690000001 6.2408285, -75.61200770000001 6.2408151, -75.611891 6.2407552, -75.6118079 6.2406672, -75.6117376 6.2406046, -75.61167639999999 6.2405365, -75.6116478 6.2404672, -75.61165099999999 6.2404285, -75.6116652 6.2403886)
;(-75.6123824, 6.2410674);(-75.6110096, 6.2417568);182.07100000000003;False;0.7385414863895424;LINESTRING (-75.6123824 6.2410674, -75.61234779999999 6.2411416, -75.6123048 6.2411883, -75.6121962 6.2412923, -75.6121265 6.241359, -75.61202059999999 6.2414176, -75.611861 6.2414683, -75.61167589999999 6.2414736, -75.6116115 6.2415269, -75.6115928 6.2415696, -75.6114962 6.2416843, -75.6113381 6.2417056, -75.6112442 6.2417296, -75.6111641 6.2417644, -75.6110096 6.2417568)
;(-75.6124216, 6.23973);(-75.6116652, 6.2403886);126.789;False;0.7385414863895424;LINESTRING (-75.6124216 6.23973, -75.6124001 6.239778, -75.61234109999999 6.2398953, -75.6122901 6.240006, -75.6122539 6.2400939, -75.6121734 6.2402379, -75.61209289999999 6.2403259, -75.61202729999999 6.2403619, -75.61192800000001 6.2403832, -75.61184489999999 6.2403672, -75.6117699 6.2403511, -75.6116947 6.2403539, -75.6116652 6.2403886)
;(-75.6115648, 6.2411177);(-75.6110915, 6.2410279);53.763;False;0.7385414863895424;LINESTRING (-75.6115648 6.2411177, -75.6114774 6.241111, -75.6113648 6.2411083, -75.6112388 6.2410817, -75.61113690000001 6.2410497, -75.6110915 6.2410279)
;(-75.6115648, 6.2411177);(-75.6123824, 6.2410674);96.347;False;0.7385414863895424;LINESTRING (-75.6115648 6.2411177, -75.611582 6.241119, -75.61169200000001 6.2411563, -75.6117939 6.2411883, -75.61191460000001 6.2412283, -75.61201920000001 6.2412283, -75.61212380000001 6.241199, -75.6122786 6.2411271, -75.6123824 6.2410674)
;(-75.6115648, 6.2411177);(-75.6110035, 6.2405507);88.955;False;0.7385414863895424;LINESTRING (-75.6115648 6.2411177, -75.6115071 6.2410657, -75.61144710000001 6.2410205, -75.6113596 6.2409484, -75.6112845 6.2408791, -75.61113589999999 6.2407272, -75.6110501 6.2406286, -75.6110035 6.2405507)
;(-75.6094579, 6.2395939);(-75.6093962, 6.2394952);12.921;False;0.7385414863895424;LINESTRING (-75.6094579 6.2395939, -75.60939620000001 6.2394952)
;(-75.6108419, 6.2413216);(-75.6107697, 6.2412987);8.377;False;0.7385414863895424;LINESTRING (-75.6108419 6.2413216, -75.61076970000001 6.2412987)
;(-75.61039, 6.2412003);(-75.6102208, 6.241408);29.776000000000003;False;0.7385414863895424;LINESTRING (-75.61039 6.2412003, -75.61029739999999 6.241327, -75.61022079999999 6.241408)
;(-75.61039, 6.2412003);(-75.6107697, 6.2412987);44.13199999999999;False;0.7385414863895424;LINESTRING (-75.61039 6.2412003, -75.6105254 6.241271, -75.6107052 6.241285, -75.61076970000001 6.2412987)
;(-75.61039, 6.2412003);(-75.6098227, 6.2400792);141.073;False;0.7385414863895424;LINESTRING (-75.61039 6.2412003, -75.6103796 6.2410765, -75.61033620000001 6.2409564, -75.6102669 6.2408365, -75.6102132 6.2407432, -75.6100845 6.2405726, -75.6098227 6.2400792)
;(-75.6109546, 6.2401192);(-75.6110035, 6.2405507);49.289;False;0.7385414863895424;LINESTRING (-75.6109546 6.2401192, -75.61094009999999 6.2402926, -75.61095349999999 6.2404313, -75.610983 6.2405166, -75.6110035 6.2405507)
;(-75.6098227, 6.2400792);(-75.61039, 6.2412003);141.073;False;0.7385414863895424;LINESTRING (-75.6098227 6.2400792, -75.6100845 6.2405726, -75.6102132 6.2407432, -75.6102669 6.2408365, -75.61033620000001 6.2409564, -75.6103796 6.2410765, -75.61039 6.2412003)
;(-75.6093962, 6.2394952);(-75.6093264, 6.2394612);8.592;False;0.7385414863895424;LINESTRING (-75.60939620000001 6.2394952, -75.6093264 6.2394612)
;(-75.6093962, 6.2394952);(-75.6094579, 6.2395939);12.921;False;0.7385414863895424;LINESTRING (-75.60939620000001 6.2394952, -75.6094579 6.2395939)
;(-75.6093962, 6.2394952);(-75.6105254, 6.2398806);145.447;False;0.7385414863895424;LINESTRING (-75.60939620000001 6.2394952, -75.60947400000001 6.2394767, -75.60955439999999 6.2394953, -75.6095947 6.239522, -75.6096402 6.2395673, -75.60968320000001 6.2396073, -75.60973679999999 6.2396566, -75.6098106 6.2397033, -75.609887 6.2397246, -75.60998360000001 6.2397353, -75.6100587 6.2397433, -75.6101343 6.2397376, -75.6102255 6.2397002, -75.6102867 6.2396713, -75.6103349 6.2396953, -75.6104101 6.2397353, -75.6104878 6.2398153, -75.6105254 6.2398806)
Calle 33AA;(-75.6090504, 6.240299);(-75.6081692, 6.2402228);97.774;False;0.7385414863895424;LINESTRING (-75.6090504 6.240299, -75.60833390000001 6.2402392, -75.60816920000001 6.2402228)
Calle 33AA;(-75.6090504, 6.240299);(-75.6093316, 6.2402457);31.678;False;0.7385414863895424;LINESTRING (-75.6090504 6.240299, -75.609202 6.2402771, -75.6093316 6.2402457)
;(-75.6090504, 6.240299);(-75.6090041, 6.2408617);65.67800000000001;False;0.7385414863895424;LINESTRING (-75.6090504 6.240299, -75.6089805 6.2404928, -75.6089652 6.2405703, -75.6089848 6.24066, -75.6090193 6.2407282, -75.6090252 6.2408081, -75.60900410000001 6.2408617)
;(-75.6090041, 6.2408617);(-75.6090504, 6.240299);65.678;False;0.7385414863895424;LINESTRING (-75.60900410000001 6.2408617, -75.6090252 6.2408081, -75.6090193 6.2407282, -75.6089848 6.24066, -75.6089652 6.2405703, -75.6089805 6.2404928, -75.6090504 6.240299)
;(-75.612017, 6.2399655);(-75.6116652, 6.2403886);64.37;False;0.7385414863895424;LINESTRING (-75.61201699999999 6.2399655, -75.6119266 6.2400888, -75.61189210000001 6.2401312, -75.6118484 6.2401792, -75.6117843 6.2402315, -75.61171899999999 6.2402446, -75.6116734 6.2403112, -75.6116652 6.2403886)
;(-75.6105656, 6.2394553);(-75.6108266, 6.2390772);69.325;False;0.7385414863895424;LINESTRING (-75.6105656 6.2394553, -75.6105469 6.2394313, -75.61051519999999 6.2393963, -75.61050179999999 6.2393509, -75.6104991 6.2393056, -75.61053080000001 6.2392873, -75.6105689 6.239239, -75.6105957 6.239199, -75.6106461 6.2391167, -75.61069759999999 6.239055, -75.61075339999999 6.2390687, -75.6108156 6.239079, -75.6108266 6.2390772)
;(-75.6113971, 6.2376717);(-75.611963, 6.2387619);141.159;False;0.7385414863895424;LINESTRING (-75.6113971 6.2376717, -75.61147219999999 6.2376877, -75.6114996 6.2377191, -75.6116707 6.2379437, -75.6117565 6.2381623, -75.6117941 6.2383223, -75.6118477 6.2384823, -75.6119228 6.2386582, -75.611963 6.2387619)
;(-75.6107466, 6.2388079);(-75.6108047, 6.2388327);6.989;False;0.7385414863895424;LINESTRING (-75.6107466 6.2388079, -75.6108047 6.2388327)
;(-75.6107466, 6.2388079);(-75.6093264, 6.2394612);191.307;False;0.7385414863895424;LINESTRING (-75.6107466 6.2388079, -75.61063 6.2387434, -75.61057700000001 6.2387158, -75.61031800000001 6.2389516, -75.6101498 6.2391377, -75.60999990000001 6.2392931, -75.6098674 6.2393982, -75.6097324 6.2394029, -75.6095 6.2394616, -75.6093264 6.2394612)
;(-75.6107466, 6.2388079);(-75.6109036, 6.2383355);56.40500000000001;False;0.7385414863895424;LINESTRING (-75.6107466 6.2388079, -75.6107614 6.2387381, -75.6107749 6.2387061, -75.6107856 6.2386661, -75.610799 6.2386234, -75.61080440000001 6.2385728, -75.6108124 6.2385408, -75.6108419 6.2384954, -75.6108661 6.2384581, -75.6108929 6.2384208, -75.6109063 6.2383648, -75.6109036 6.2383355)
;(-75.6108047, 6.2388327);(-75.6107466, 6.2388079);6.989;False;0.7385414863895424;LINESTRING (-75.6108047 6.2388327, -75.6107466 6.2388079)
;(-75.6108047, 6.2388327);(-75.6108266, 6.2390772);34.462;False;0.7385414863895424;LINESTRING (-75.6108047 6.2388327, -75.61081780000001 6.2388394, -75.6108607 6.2388581, -75.6108929 6.2389087, -75.6108821 6.2389674, -75.61084459999999 6.2390021, -75.6108285 6.239042, -75.6108266 6.2390772)
;(-75.6108047, 6.2388327);(-75.611963, 6.2387619);132.172;False;0.7385414863895424;LINESTRING (-75.6108047 6.2388327, -75.6108553 6.2388207, -75.6109251 6.2388101, -75.6109948 6.2388047, -75.6110887 6.2388101, -75.6111638 6.2388234, -75.6112442 6.2388554, -75.6112925 6.2388634, -75.6113435 6.2388741, -75.61145879999999 6.2388661, -75.6115339 6.2388794, -75.6116519 6.2388794, -75.6117431 6.2388501, -75.61180210000001 6.2388367, -75.61187990000001 6.2388074, -75.6119202 6.2387781, -75.611963 6.2387619)
;(-75.6105254, 6.2398806);(-75.6093962, 6.2394952);145.44700000000003;False;0.7385414863895424;LINESTRING (-75.6105254 6.2398806, -75.6104878 6.2398153, -75.6104101 6.2397353, -75.6103349 6.2396953, -75.6102867 6.2396713, -75.6102255 6.2397002, -75.6101343 6.2397376, -75.6100587 6.2397433, -75.60998360000001 6.2397353, -75.609887 6.2397246, -75.6098106 6.2397033, -75.60973679999999 6.2396566, -75.60968320000001 6.2396073, -75.6096402 6.2395673, -75.6095947 6.239522, -75.60955439999999 6.2394953, -75.60947400000001 6.2394767, -75.60939620000001 6.2394952)
;(-75.6088973, 6.2393728);(-75.6089402, 6.2392128);18.412;False;0.7385414863895424;LINESTRING (-75.6088973 6.2393728, -75.60894020000001 6.2392128)
;(-75.6088973, 6.2393728);(-75.6087584, 6.2390043);60.876000000000005;False;0.7385414863895424;LINESTRING (-75.6088973 6.2393728, -75.6087847 6.2393515, -75.60870420000001 6.2393195, -75.608672 6.2392981, -75.6086827 6.2392022, -75.6087149 6.2391382, -75.6087476 6.239031, -75.6087584 6.2390043)
;(-75.6088973, 6.2393728);(-75.6090022, 6.2396322);35.912;False;0.7385414863895424;LINESTRING (-75.6088973 6.2393728, -75.6088759 6.2394955, -75.60889779999999 6.2395696, -75.60900220000001 6.2396322)
;(-75.6110915, 6.2410279);(-75.6107697, 6.2412987);69.37299999999999;False;0.7385414863895424;LINESTRING (-75.6110915 6.2410279, -75.61105379999999 6.2410097, -75.61102959999999 6.2409937, -75.6110055 6.2410391, -75.61101360000001 6.2410604, -75.6110297 6.2410951, -75.6110189 6.2411138, -75.6109948 6.2411218, -75.6109599 6.2411218, -75.6109251 6.2411271, -75.61087139999999 6.2411271, -75.61083120000001 6.2411404, -75.61079359999999 6.2411404, -75.61076679999999 6.2411484, -75.6107454 6.2411671, -75.6107454 6.2412018, -75.610748 6.2412391, -75.61076970000001 6.2412987)
;(-75.6110915, 6.2410279);(-75.6115648, 6.2411177);53.76299999999999;False;0.7385414863895424;LINESTRING (-75.6110915 6.2410279, -75.61113690000001 6.2410497, -75.6112388 6.2410817, -75.6113648 6.2411083, -75.6114774 6.241111, -75.6115648 6.2411177)
;(-75.6110915, 6.2410279);(-75.6110035, 6.2405507);58.082;False;0.7385414863895424;LINESTRING (-75.6110915 6.2410279, -75.6110779 6.2409858, -75.61102700000001 6.2409218, -75.6109814 6.2408738, -75.6109707 6.2408098, -75.61097599999999 6.2407752, -75.61097599999999 6.2407298, -75.61097599999999 6.2406792, -75.61097599999999 6.2406152, -75.61098939999999 6.2405725, -75.6110035 6.2405507)
;(-75.6104423, 6.2421244);(-75.6103689, 6.241652);61.56;False;0.7385414863895424;LINESTRING (-75.6104423 6.2421244, -75.61029739999999 6.2420071, -75.6103564 6.2418471, -75.6103779 6.2417032, -75.6103689 6.241652)
;(-75.6087584, 6.2390043);(-75.6088973, 6.2393728);60.876;False;0.7385414863895424;LINESTRING (-75.6087584 6.2390043, -75.6087476 6.239031, -75.6087149 6.2391382, -75.6086827 6.2392022, -75.608672 6.2392981, -75.60870420000001 6.2393195, -75.6087847 6.2393515, -75.6088973 6.2393728)
;(-75.6109036, 6.2383355);(-75.6107466, 6.2388079);56.405;False;0.7385414863895424;LINESTRING (-75.6109036 6.2383355, -75.6109063 6.2383648, -75.6108929 6.2384208, -75.6108661 6.2384581, -75.6108419 6.2384954, -75.6108124 6.2385408, -75.61080440000001 6.2385728, -75.610799 6.2386234, -75.6107856 6.2386661, -75.6107749 6.2387061, -75.6107614 6.2387381, -75.6107466 6.2388079)
;(-75.611896, 6.2397193);(-75.6108266, 6.2390772);167.342;False;0.7385414863895424;LINESTRING (-75.611896 6.2397193, -75.6118075 6.239682, -75.6117431 6.2396953, -75.61169750000001 6.2397406, -75.6116337 6.2397589, -75.6115822 6.239722, -75.61148300000001 6.2396366, -75.6114695 6.2396046, -75.6114213 6.239578, -75.61132739999999 6.2395246, -75.6112335 6.239474, -75.6111638 6.239434, -75.61109190000001 6.2393963, -75.61097599999999 6.2393327, -75.6108929 6.2392847, -75.6108687 6.23921, -75.6109009 6.2391727, -75.6109465 6.2391487, -75.610917 6.2391007, -75.6108612 6.239079, -75.6108266 6.2390772)
;(-75.611963, 6.2387619);(-75.6108047, 6.2388327);132.172;False;0.7385414863895424;LINESTRING (-75.611963 6.2387619, -75.6119202 6.2387781, -75.61187990000001 6.2388074, -75.61180210000001 6.2388367, -75.6117431 6.2388501, -75.6116519 6.2388794, -75.6115339 6.2388794, -75.61145879999999 6.2388661, -75.6113435 6.2388741, -75.6112925 6.2388634, -75.6112442 6.2388554, -75.6111638 6.2388234, -75.6110887 6.2388101, -75.6109948 6.2388047, -75.6109251 6.2388101, -75.6108553 6.2388207, -75.6108047 6.2388327)
;(-75.611963, 6.2387619);(-75.6113971, 6.2376717);141.159;False;0.7385414863895424;LINESTRING (-75.611963 6.2387619, -75.6119228 6.2386582, -75.6118477 6.2384823, -75.6117941 6.2383223, -75.6117565 6.2381623, -75.6116707 6.2379437, -75.6114996 6.2377191, -75.61147219999999 6.2376877, -75.6113971 6.2376717)
;(-75.611963, 6.2387619);(-75.6122123, 6.2393621);72.824;False;0.7385414863895424;LINESTRING (-75.611963 6.2387619, -75.6119765 6.2387969, -75.61203519999999 6.2389142, -75.6121103 6.2390848, -75.61216930000001 6.2391702, -75.6122123 6.2393621)
